PassengerId,Survived_pred,Survived_prob
1167,1,0.7834694249332417
1168,0,0.21660746845272114
1169,0,0.12051863832024068
1170,0,0.15691071785839925
1171,0,0.2510028802139676
1172,1,0.6784674354098074
1173,0,0.17945558467771633
1174,1,0.6419625569067594
1175,1,0.7010707030053708
1176,1,0.7485619186446367
1177,0,0.09058474651654873
1178,0,0.11403747702012515
1179,1,0.5093275960622599
1180,0,0.18928972078966752
1181,0,0.11426930644637762
1182,0,0.3901056410929911
1183,1,0.6265648055734158
1184,0,0.11403145492440037
1185,0,0.3380051040088662
1186,0,0.0911173176968573
1187,0,0.12087132528725585
1188,1,0.8742994845770679
1189,0,0.06108314904701191
1190,0,0.3789393339062205
1191,0,0.1110103542197938
1192,0,0.1018507959317255
1193,0,0.3593737718201529
1194,0,0.14980286460785225
1195,0,0.1280941988221684
1196,1,0.6419625569067594
1197,1,0.7735404935990859
1198,0,0.2398046733958955
1199,0,0.23623408854144937
1200,0,0.2841594796174616
1201,0,0.4244538400583374
1202,0,0.1511462343318788
1203,0,0.13494301517388305
1204,0,0.1141316082609377
1205,1,0.5733366777798102
1206,1,0.9042851973207979
1207,1,0.7183620263362028
1208,0,0.3023627181059265
1209,0,0.26950556976666606
1210,0,0.11749486326392404
1211,0,0.14719356195775424
1212,0,0.1208345448385166
1213,0,0.20448520487202293
1214,0,0.462978396607301
1215,0,0.34423094023791656
1216,1,0.9109573911074964
1217,0,0.1311885689998215
1218,1,0.9138149467702773
1219,0,0.2869557730251628
1220,0,0.1631436519373012
1221,0,0.2584461541413944
1222,1,0.6859739188313846
1223,0,0.4422167810402971
1224,0,0.1140302389579261
1225,1,0.6302669455782046
1226,0,0.11750722503269569
1227,1,0.6042389495676511
1228,0,0.1967760880598739
1229,0,0.0829659928558238
1230,0,0.2443033938579464
1231,0,0.11403145492440037
1232,0,0.27586095127299326
1233,0,0.10179947908763842
1234,0,0.09678568698258358
1235,1,0.9525879630486925
1236,0,0.08384484284316689
1237,1,0.7247523030656233
1238,0,0.22894274227261346
1239,1,0.5651129714665847
1240,0,0.24071460008852882
1241,1,0.782621943162157
1242,1,0.9092585534851436
1243,0,0.23336467042680908
1244,0,0.3133407045309684
1245,0,0.10301356907550595
1246,1,0.7596278448208519
1247,0,0.3554243146812575
1248,1,0.7831802798713856
1249,0,0.11421977642494187
1250,0,0.1141823223456384
1251,1,0.544954821153505
1252,0,0.012948207575207498
1253,1,0.7666249396439051
1254,1,0.782621943162157
1255,0,0.11773525793048202
1256,1,0.9514776026415825
1257,1,0.5984825392254906
1258,0,0.08383566393124704
1259,1,0.7042652630942323
1260,1,0.8452336891930773
1261,0,0.21282686262114736
1262,0,0.19462936018408564
1263,1,0.9505994467611891
1264,0,0.3457571029957066
1265,0,0.14293549438502517
1266,1,0.8730682464492225
1267,1,0.9071534210933061
1268,1,0.5137691465738338
1269,0,0.25762318413436425
1270,0,0.3347601582108346
1271,0,0.063488463262073
1272,0,0.1141823223456384
1273,0,0.1208662704480594
1274,1,0.6463962825102553
1275,1,0.6305061850603207
1276,0,0.21776460501410125
1277,1,0.7806705865918341
1278,0,0.12781041481094163
1279,0,0.09905950325280057
1280,0,0.13890767190068878
1281,0,0.08385729445569952
1282,1,0.6138201284798437
1283,1,0.8853076134336236
1284,0,0.1776716648265119
1285,0,0.1307410770425487
1286,0,0.04207190311472335
1287,1,0.9425886716467105
1288,0,0.12764279528676278
1289,1,0.9251911262237745
1290,0,0.13512710892293792
1291,0,0.10480869666626665
1292,1,0.9577042582771809
1293,0,0.12589367052935538
1294,1,0.9194395286118217
1295,0,0.48179086634902824
1296,0,0.3256616986550075
1297,0,0.39556773972906706
1298,0,0.184347870143619
1299,0,0.3951922244163431
1300,1,0.6419433234424962
1301,1,0.7389393580739644
1302,1,0.6419625569067594
1303,1,0.8929073648090023
1304,1,0.6419790235507463
1305,0,0.11426930644637762
1306,1,0.9326043558276821
1307,0,0.08419783763153202
1308,0,0.11426930644637762
1309,0,0.08559097078715072
